timestep,flow,occupy,speed
4156,482,0.1818,57.3
4157,421,0.1686,56.8
4158,431,0.1785,56.7
4159,428,0.1514,58.5
4160,433,0.1644,57.5
4161,456,0.1656,58.4
4162,416,0.1504,59.2
4163,439,0.1701,58.5
4164,406,0.1634,58.1
4165,409,0.1689,56.8
4166,449,0.182,56.4
4167,522,0.1897,57.5
4168,401,0.1564,57.9
4169,397,0.1739,56.9
4170,459,0.1771,56
4171,401,0.1676,55.1
4172,429,0.1665,57.6
4173,417,0.1671,57.3
4174,490,0.1859,56.6
4175,402,0.1583,57.3
4176,430,0.173,57
4177,393,0.1636,57.6
4178,378,0.1616,57.3
4179,427,0.1662,56.8
4180,424,0.1545,58.3
4181,390,0.1476,59.1
4182,436,0.1612,59
4183,409,0.1583,58.6
4184,446,0.1579,59.3
4185,412,0.1511,59.6
4186,386,0.1534,58
4187,455,0.1764,58.5
4188,431,0.152,59.2
4189,385,0.156,58.2
4190,430,0.1516,58.9
4191,417,0.15,58.8
4192,421,0.1633,58.7
4193,451,0.1595,58.3
4194,459,0.1658,59.1
4195,398,0.1524,58.8
4196,422,0.1474,59.7
4197,449,0.1494,60
4198,274,0.0969,60.8
4199,264,0.0892,62.3
4200,287,0.0971,62.8
4201,273,0.0944,63.5
4202,284,0.0938,64
4203,309,0.104,62.7
4204,402,0.1398,61.9
4205,418,0.1563,59.6
4206,451,0.1688,57.8
4207,412,0.1582,57.2
4208,453,0.1564,58.9
4209,422,0.1506,58.9
4210,428,0.146,59.2
4211,465,0.1558,59.7
4212,460,0.1529,60.1
4213,429,0.1569,58.9
4214,442,0.1453,59.7
4215,424,0.1391,60.8
4216,380,0.1245,61.6
4217,374,0.133,60.9
4218,401,0.1257,61.5
4219,362,0.1267,61.3
4220,370,0.1209,61.8
4221,352,0.1193,61.6
4222,377,0.1161,63.6
4223,382,0.1352,61.6
4224,381,0.132,61.2
4225,387,0.1306,61.9
4226,425,0.1326,62
4227,418,0.1366,62.3
4228,429,0.1443,61.7
4229,449,0.1515,60.7
4230,442,0.1463,61.3
4231,510,0.1611,60.9
4232,439,0.1405,61.7
4233,433,0.1562,60.6
4234,459,0.1424,61
4235,487,0.1437,63.1
4236,464,0.1421,63.7
4237,470,0.1426,63.7
4238,459,0.1456,63.2
4239,478,0.1482,62.9
4240,482,0.15,62.5
4241,501,0.1482,63.7
4242,469,0.1491,63.2
4243,516,0.1548,62.8
4244,488,0.1572,62.2
4245,461,0.1405,63
4246,467,0.1471,63.1
4247,460,0.1427,63.2
4248,451,0.1478,61.7
4249,451,0.1362,63.3
4250,471,0.1418,64.1
4251,490,0.1506,63.7
4252,447,0.138,64.2
4253,440,0.1384,63.9
4254,440,0.1339,64.2
4255,480,0.1375,64.7
4256,390,0.117,66.4
4257,392,0.1281,65.4
4258,395,0.1158,65.9
4259,384,0.1212,64.9
4260,383,0.1174,65.4
4261,339,0.1125,65.5
4262,363,0.1157,64.6
4263,355,0.1116,65.8
4264,395,0.1229,65.3
4265,376,0.124,63.9
4266,406,0.1187,65.3
4267,332,0.1092,64
4268,322,0.0978,64.3
4269,316,0.1069,64.3
4270,301,0.1002,63.9
4271,330,0.1099,63.9
4272,325,0.1005,65.3
4273,335,0.0982,65.7
4274,327,0.1069,65
4275,336,0.1066,65.6
4276,326,0.1032,65
4277,291,0.0891,65.4
4278,337,0.1001,65.9
4279,314,0.1023,64.7
4280,325,0.1068,64.4
4281,269,0.095,63.8
4282,321,0.106,62.4
4283,327,0.1023,63.1
4284,311,0.1005,63.9
4285,333,0.0916,68.3
4286,392,0.0796,68.9
4287,401,0.0856,69
4288,409,0.0857,69.1
4289,409,0.0862,68.9
4290,419,0.0889,68.6
4291,399,0.0849,68.4
4292,397,0.0833,68.5
4293,391,0.0817,68.8
4294,444,0.1023,70.3
4295,330,0.0961,69.6
4296,264,0.0931,67.3
4297,309,0.1003,65.8
4298,314,0.1006,65.3
4299,317,0.098,65.3
4300,289,0.0895,66.2
4301,258,0.0847,66.4
4302,276,0.0859,67
4303,279,0.0817,69.3
4304,220,0.071,68.8
4305,232,0.0829,66.8
4306,232,0.0777,66.2
4307,249,0.0838,64.9
4308,194,0.0673,65.3
4309,220,0.0713,66.6
4310,187,0.0698,64.8
4311,156,0.0526,67.7
4312,191,0.0648,67.4
4313,182,0.0637,67.3
4314,176,0.059,67.6
4315,179,0.0659,67
4316,157,0.0575,66.6
4317,171,0.0645,66
4318,140,0.0498,67.4
4319,170,0.0629,66.6
4320,148,0.0558,66.9
4321,130,0.0488,66.1
4322,118,0.0468,67.6
4323,124,0.0502,67.9
4324,132,0.054,67.4
4325,118,0.0481,66.3
4326,125,0.0474,67.7
4327,84,0.0347,68.3
4328,66,0.0341,68.4
4329,82,0.0344,69.3
4330,113,0.0407,69.1
4331,111,0.0465,68
4332,126,0.0471,68.3
4333,119,0.049,68.6
4334,112,0.0494,66.7
4335,107,0.0454,67.7
4336,111,0.0454,67.4
4337,94,0.0437,66.9
4338,115,0.0503,66.4
4339,96,0.0485,65.7
4340,93,0.0453,64.4
4341,96,0.049,63.1
4342,88,0.043,63.1
4343,85,0.0389,64.5
4344,68,0.0352,66.7
4345,82,0.0418,66.2
4346,70,0.0394,65.8
4347,81,0.0413,66.2
4348,77,0.0401,65.7
4349,84,0.0421,65.8
4350,70,0.036,65.8
4351,72,0.0405,65
4352,88,0.0431,65.5
4353,68,0.0324,68.5
4354,86,0.0435,66.6
4355,91,0.0392,69
4356,67,0.0392,65.6
4357,71,0.046,62.2
4358,86,0.0462,63.5
4359,74,0.0386,65
4360,71,0.0385,65.7
4361,85,0.0456,65
4362,87,0.0437,65.2
4363,67,0.0378,64.5
4364,67,0.0356,66.6
4365,86,0.0482,64.5
4366,62,0.0389,64.3
4367,84,0.0388,65.7
4368,83,0.04,68.2
4369,78,0.0396,67.8
4370,95,0.0458,67.4
4371,95,0.0418,69
4372,89,0.0488,64.9
4373,96,0.0484,65.2
4374,99,0.0485,64.9
4375,99,0.0493,64.6
4376,118,0.0567,64.9
4377,122,0.056,65.2
4378,121,0.0502,67
4379,110,0.0564,63.4
4380,109,0.0436,68.3
4381,112,0.0483,67.8
4382,102,0.0474,67.5
4383,121,0.0474,68.7
4384,127,0.0498,68.4
4385,138,0.0573,67.5
4386,135,0.0553,68.2
4387,147,0.0539,70.3
4388,175,0.0648,70.1
4389,251,0.0862,70
4390,199,0.075,68.8
4391,200,0.0682,71
4392,165,0.0663,68.3
4393,184,0.0675,64.3
4394,210,0.0723,61.9
4395,221,0.07,62.8
4396,231,0.0776,62.6
4397,268,0.0903,61.7
4398,244,0.0779,61.3
4399,243,0.0784,62.7
4400,249,0.0825,62.5
4401,308,0.1022,62.1
4402,290,0.1001,60.3
4403,290,0.0926,61.1
4404,248,0.0808,62.4
4405,232,0.076,62.7
4406,251,0.0882,61.2
4407,268,0.087,61.3
4408,276,0.0904,60.5
4409,269,0.0886,63
4410,283,0.0988,61.6
4411,264,0.0856,62.6
4412,320,0.1015,62.9
4413,350,0.1164,61.3
4414,317,0.0987,61.7
4415,324,0.1015,62.2
4416,322,0.1032,61.7
4417,286,0.0894,62.8
4418,250,0.0886,62.1
4419,326,0.1029,62.6
4420,348,0.111,62.7
4421,347,0.1161,61.2
4422,324,0.1079,60.7
4423,355,0.1166,60.4
4424,342,0.1114,60.2
4425,412,0.122,60.5
4426,358,0.1045,62.6
4427,346,0.1063,62.6
4428,375,0.1266,61.4
4429,368,0.1173,60
4430,374,0.1102,62.1
4431,362,0.1171,61.4
4432,357,0.1146,60.9
4433,423,0.1301,60.8
4434,358,0.1128,61.5
4435,383,0.1172,61.7
4436,386,0.1235,61.3
4437,358,0.1136,61.3
4438,423,0.1319,60.7
4439,442,0.135,61
4440,367,0.1172,60.1
4441,366,0.1108,61.4
4442,340,0.1105,61.1
4443,402,0.1339,60.8
4444,381,0.1181,61.5
4445,418,0.1224,62.1
4446,421,0.1297,62.1
4447,431,0.1344,61.2
4448,387,0.118,61.8
4449,399,0.1334,60.9
4450,482,0.1456,60.7
4451,447,0.1426,60.6
4452,437,0.1308,62.1
4453,388,0.121,62.8
4454,416,0.1247,62.3
4455,411,0.1384,61
4456,423,0.1287,61.5
4457,425,0.1256,61.5
4458,396,0.126,61.2
4459,395,0.1277,61.3
4460,377,0.121,61.2
4461,441,0.1405,60.5
4462,422,0.1255,61.2
4463,340,0.1164,59.7
4464,429,0.1358,60.5
4465,414,0.1277,60.8
4466,346,0.1035,62.7
4467,407,0.133,61.4
4468,440,0.1394,60.6
4469,426,0.1247,61.5
4470,429,0.123,62.5
4471,382,0.1219,61.7
4472,430,0.1353,61
4473,458,0.1391,60.5
4474,439,0.1338,60.9
4475,440,0.135,60.7
4476,476,0.1388,61.3
4477,461,0.1389,61.3
4478,424,0.1286,61.4
4479,474,0.1345,62
4480,473,0.1389,62.4
4481,434,0.1262,63.3
4482,460,0.1277,63.7
4483,436,0.1318,62.3
4484,396,0.1255,61.4
4485,432,0.1285,61.9
4486,446,0.1312,62.3
4487,456,0.1277,63.3
4488,423,0.125,63.5
4489,394,0.1183,63.6
4490,418,0.1294,62
4491,414,0.1225,62.7
4492,450,0.1297,62.8
4493,394,0.1191,62.4
4494,406,0.127,62.3
4495,432,0.1236,63.1
4496,375,0.1225,61.8
4497,437,0.1253,62.6
4498,438,0.1313,63.1
4499,447,0.1303,62.2
4500,405,0.1139,63.6
4501,419,0.1223,63.4
4502,427,0.124,63
4503,369,0.1118,62.6
4504,406,0.123,62.6
4505,411,0.1248,62.7
4506,399,0.1138,63.5
4507,420,0.1273,62.6
4508,409,0.1255,61.6
4509,398,0.1135,63.6
4510,359,0.1121,62.8
4511,443,0.1261,62.7
4512,396,0.1201,63.3
4513,415,0.1173,63.2
4514,368,0.109,63.7
4515,462,0.135,63.5
4516,446,0.1331,63.2
4517,406,0.1175,63.3
4518,385,0.1383,57.6
4519,402,0.1625,53
4520,408,0.154,50.6
4521,413,0.1269,54.9
4522,425,0.1243,58.9
4523,410,0.1222,60.2
4524,391,0.1181,61
4525,373,0.1092,62.5
4526,382,0.1177,62.4
4527,393,0.1249,61.5
4528,440,0.1259,62.7
4529,381,0.1129,63
4530,389,0.1172,63.1
4531,400,0.118,63.3
4532,406,0.1217,63
4533,405,0.1169,63.8
4534,371,0.1165,63.8
4535,398,0.1143,63.5
4536,383,0.115,64.2
4537,416,0.1321,62.4
4538,432,0.1256,62.6
4539,418,0.1228,62.7
4540,392,0.1149,63.4
4541,401,0.1167,64.3
4542,363,0.1116,63.1
4543,365,0.1108,63.5
4544,353,0.1079,63.8
4545,360,0.1098,63.7
4546,354,0.105,64
4547,384,0.108,64.3
4548,385,0.1177,63.5
4549,313,0.0937,64.3
4550,341,0.099,65
4551,345,0.0973,64.6
4552,369,0.1096,63.5
4553,328,0.1012,63.6
4554,324,0.0969,63.5
4555,343,0.1013,63.4
4556,311,0.0919,63.9
4557,324,0.1033,62.8
4558,319,0.0883,63.7
4559,324,0.0946,64.4
4560,290,0.0896,63.2
4561,309,0.0927,63.6
4562,325,0.097,64.1
4563,315,0.093,64
4564,349,0.1036,63.3
4565,344,0.1018,63.8
4566,355,0.098,64
4567,329,0.0959,64.5
4568,347,0.1039,63.8
4569,359,0.1023,63.7
4570,308,0.0929,64.1
4571,333,0.0986,64.3
4572,303,0.0937,63.5
4573,362,0.1015,64.8
4574,338,0.0974,65
4575,327,0.0996,64.8
4576,370,0.1096,64
4577,330,0.1015,64.2
4578,356,0.1013,65.1
4579,346,0.0989,65.7
4580,298,0.0939,65
4581,332,0.0999,65
4582,296,0.0854,65.9
4583,305,0.0878,66.1
4584,267,0.0804,66.3
4585,286,0.082,67.5
4586,311,0.0872,67.3
4587,307,0.0886,67.7
4588,301,0.0932,65.2
4589,287,0.0902,65.3
4590,311,0.0914,64.9
4591,291,0.0881,65.6
4592,317,0.0928,65.8
4593,326,0.0963,65.6
4594,293,0.0874,65.4
4595,327,0.0923,65.9
4596,272,0.0804,65.9
4597,310,0.0856,67.4
4598,265,0.0781,66.7
4599,307,0.0922,65.5
4600,260,0.083,64.3
4601,268,0.0817,65.5
4602,276,0.0805,66.3
4603,232,0.0717,66.7
4604,243,0.0733,67.2
4605,258,0.083,66
4606,208,0.0666,67.3
4607,238,0.0698,66.5
4608,217,0.0665,67.9
4609,228,0.0762,65.6
4610,223,0.0681,67.3
4611,220,0.0707,66.3
4612,178,0.0599,66.8
4613,177,0.0554,68.9
4614,152,0.0555,66.7
4615,180,0.0621,66.3
4616,183,0.0626,65.2
4617,176,0.0611,65.1
4618,185,0.0631,64.4
4619,175,0.0584,65.3
4620,134,0.0547,63.8
4621,139,0.0477,65.8
4622,138,0.0495,68
4623,125,0.0463,66.8
4624,139,0.0515,66.4
4625,121,0.0505,64.4
4626,145,0.0534,64.8
4627,141,0.0517,64.7
4628,116,0.0433,65.5
4629,109,0.0475,65.5
4630,107,0.0413,66.2
4631,131,0.048,67
4632,126,0.0496,65.8
4633,119,0.0458,67
4634,111,0.0446,67.1
4635,97,0.045,65.5
4636,84,0.0389,64.4
4637,101,0.0461,64.1
4638,119,0.0509,64.4
4639,92,0.0391,67
4640,95,0.0439,65.4
4641,95,0.0409,66.2
4642,103,0.0419,67.5
4643,114,0.0491,66.1
4644,98,0.0413,66.9
4645,73,0.0325,69
4646,85,0.0363,68.9
4647,89,0.0385,69.6
4648,96,0.0388,70.4
4649,86,0.0399,68.5
4650,89,0.0361,69.1
4651,87,0.0398,69.1
4652,65,0.0357,68
4653,79,0.0379,66.3
4654,65,0.0331,67.2
4655,68,0.0374,65.7
4656,85,0.041,65.1
4657,80,0.0368,67.1
4658,75,0.0329,67.6
4659,59,0.035,66.7
4660,70,0.0334,67.3
4661,76,0.0393,65
4662,62,0.0283,67.3
4663,70,0.0342,65.8
4664,91,0.0453,65.2
4665,64,0.0355,66
4666,71,0.0358,65.5
4667,90,0.0444,65.8
4668,82,0.038,66.6
4669,83,0.0364,66.3
4670,85,0.0365,68.5
4671,87,0.0401,66.4
4672,98,0.0457,65.9
4673,93,0.0428,65.4
4674,88,0.039,66.1
4675,96,0.0388,67.1
4676,108,0.0434,67.8
4677,99,0.042,67
4678,115,0.0453,66.1
4679,127,0.0484,67.4
4680,125,0.0505,66.5
4681,95,0.0388,67.3
4682,126,0.0525,63.7
4683,129,0.0483,65.2
4684,124,0.0457,66
4685,157,0.0512,67.1
4686,135,0.0485,67.4
4687,167,0.0597,66.4
4688,170,0.0586,66.7
4689,180,0.0562,68.8
4690,190,0.0598,67.8
4691,165,0.0606,65.4
4692,161,0.0531,67.3
4693,142,0.0495,66.7
4694,163,0.0553,67.3
4695,169,0.0548,68.7
4696,185,0.0551,70.2
4697,174,0.0591,67.6
4698,181,0.0656,65.1
4699,152,0.0552,64.4
4700,201,0.064,65.5
4701,197,0.0649,65.1
4702,223,0.0707,65.5
4703,225,0.0711,66.1
4704,225,0.0726,67
4705,211,0.0697,64.7
4706,222,0.0726,64.2
4707,219,0.0681,65.1
4708,228,0.0705,64.6
4709,284,0.0902,64.7
4710,246,0.0797,64.2
4711,242,0.0762,64.3
4712,282,0.084,63.8
4713,295,0.0915,62.4
4714,307,0.0894,63.7
4715,286,0.0854,64.4
4716,278,0.0885,64.4
4717,291,0.0948,62.8
4718,323,0.1037,61.6
4719,306,0.094,63
4720,294,0.0912,63.1
4721,335,0.0974,63.7
4722,358,0.107,63.7
4723,353,0.1013,64.3
4724,363,0.1184,62.3
4725,384,0.1134,62.6
4726,381,0.1117,62.7
4727,380,0.1074,64.5
4728,370,0.108,63.7
4729,323,0.0982,63
4730,369,0.1051,63.9
4731,336,0.0977,64.7
4732,376,0.1084,63.8
4733,375,0.1086,64.2
4734,394,0.1152,63.7
4735,409,0.123,62.8
4736,407,0.1138,63.5
4737,438,0.1238,64.2
4738,379,0.1098,64.9
4739,461,0.1385,64.2
4740,446,0.1246,64.6
4741,414,0.1215,63.7
4742,462,0.1347,63
4743,506,0.138,63.1
4744,465,0.1369,63
4745,502,0.1447,62.7
4746,480,0.1436,62.4
4747,429,0.1322,61.6
4748,481,0.1494,61.5
4749,442,0.1289,62.3
4750,408,0.1277,61.9
4751,468,0.144,61.2
4752,455,0.1312,62.4
4753,416,0.1289,61.3
4754,433,0.1257,61.7
4755,461,0.1323,62.9
4756,436,0.1231,63.8
4757,452,0.1273,63.9
4758,426,0.1214,64
4759,442,0.1276,63.8
4760,413,0.1189,64
4761,426,0.1342,62.1
4762,486,0.1422,62.6
4763,425,0.1185,64.1
4764,465,0.1356,63.2
4765,455,0.139,61.9
4766,396,0.1265,59.9
4767,433,0.1272,61.3
4768,470,0.1412,60.8
4769,448,0.1321,61.2
4770,425,0.1208,62.7
4771,474,0.1393,62.1
4772,409,0.1231,61.7
4773,485,0.1393,62.4
4774,454,0.1286,62.7
4775,459,0.1292,63.6
4776,404,0.1234,63.2
4777,404,0.1166,63
4778,438,0.1275,63.2
4779,424,0.1225,63.1
4780,451,0.1239,63.6
4781,427,0.1318,63.2
4782,444,0.1275,63.7
4783,429,0.1225,63.8
4784,466,0.1242,65.5
4785,488,0.1389,64.6
4786,486,0.135,64.9
4787,474,0.129,64.9
4788,449,0.127,64.4
4789,443,0.1279,63
4790,526,0.1051,65.2
4791,417,0.1362,59.3
4792,421,0.1222,61.5
4793,392,0.1216,61.1
4794,391,0.12,61.1
4795,396,0.1158,61.8
4796,439,0.1295,61.8
4797,371,0.1055,62.6
4798,378,0.1168,62.6
4799,383,0.1135,62.6
4800,380,0.1147,62.8
4801,350,0.1073,62.4
4802,392,0.1135,62.9
4803,378,0.1071,63.4
4804,367,0.1135,61.7
4805,407,0.1181,62.4
4806,407,0.1261,61.2
4807,370,0.1135,62
4808,395,0.1125,62.7
4809,385,0.1132,63.4
4810,384,0.111,62.7
4811,406,0.1251,61.7
4812,386,0.1161,62.6
4813,385,0.1099,63.7
4814,381,0.1149,63.5
4815,338,0.1031,63.4
4816,401,0.1155,63.5
4817,372,0.11,63.4
4818,395,0.1177,62.9
4819,355,0.1157,62.1
4820,339,0.1049,62
4821,348,0.1034,63.5
4822,377,0.1189,62.2
4823,361,0.1068,63.2
4824,369,0.1115,62.9
4825,351,0.1033,63.5
4826,328,0.097,62.8
4827,368,0.1002,65
4828,365,0.1063,63.7
4829,378,0.1091,63.5
4830,379,0.1094,63.7
4831,367,0.1084,64.7
4832,377,0.115,63.5
4833,360,0.1066,62.3
4834,350,0.1169,61.1
4835,326,0.0981,62.1
4836,344,0.1003,63.6
4837,336,0.1025,63.2
4838,357,0.1102,62.9
4839,340,0.1058,62.3
4840,326,0.1029,62.4
4841,349,0.109,62.4
4842,345,0.1047,62.5
4843,324,0.1015,62.8
4844,310,0.0919,64
4845,341,0.1034,62.2
4846,321,0.0956,62.5
4847,338,0.0981,63
4848,339,0.1056,62.1
4849,359,0.1096,61.8
4850,317,0.0984,62.6
4851,338,0.1027,62.1
4852,354,0.103,63.4
4853,352,0.1043,62.1
4854,337,0.0992,63.1
4855,289,0.0913,63.5
4856,370,0.1092,62.7
4857,342,0.1026,62.2
4858,337,0.1072,61.9
4859,330,0.1026,61.7
4860,319,0.0972,62.2
4861,359,0.1066,62.9
4862,328,0.0996,63.3
4863,335,0.1074,63.2
4864,325,0.0943,64.6
4865,336,0.0946,66.8
4866,296,0.0851,67.9
4867,318,0.1009,66.1
4868,296,0.0883,65.8
4869,281,0.0821,66.3
4870,280,0.0866,65.3
4871,300,0.0857,66.2
4872,281,0.0846,65.6
4873,301,0.0932,65
4874,281,0.084,65.3
4875,260,0.0824,64.9
4876,250,0.0816,63.7
4877,274,0.0879,62.8
4878,247,0.0787,63.2
4879,250,0.0758,63.9
4880,188,0.0671,64.2
4881,235,0.0759,64.1
4882,229,0.0747,63.8
4883,214,0.0744,62.6
4884,201,0.0653,64.4
4885,190,0.07,63
4886,167,0.0585,64.2
4887,195,0.0717,62.5
4888,182,0.0632,61.6
4889,157,0.0603,63.7
4890,147,0.0568,61.6
4891,164,0.0643,61.3
4892,162,0.0599,61.7
4893,162,0.0563,63.2
4894,171,0.0601,64
4895,151,0.0573,64
4896,130,0.0541,63.8
4897,109,0.0465,67.7
4898,117,0.0504,64.2
4899,118,0.0551,61.9
4900,118,0.0459,63.8
4901,111,0.0434,64.7
4902,118,0.0471,64
4903,120,0.0542,61
4904,112,0.0512,61.7
4905,90,0.0433,60.9
4906,89,0.0411,63.1
4907,85,0.0441,59.5
4908,86,0.0484,54.9
4909,74,0.0408,55.5
4910,74,0.0411,60.2
4911,77,0.0377,61.8
4912,79,0.0426,61.2
4913,91,0.0439,61.2
4914,71,0.0403,60.7
4915,68,0.0392,58.7
4916,62,0.0333,62.2
4917,75,0.0374,62.3
4918,91,0.0497,59.1
4919,37,0.0306,57.8
4920,55,0.0422,55.4
4921,12,0.0195,54.6
4922,42,0.0302,61.4
4923,120,0.0646,59.6
4924,123,0.0609,59.6
4925,128,0.0715,55.4
4926,82,0.0451,58
4927,76,0.0418,58
4928,76,0.0419,60.5
4929,73,0.0401,59.6
4930,96,0.0525,58.5
4931,100,0.0494,59.8
4932,74,0.0403,60.9
4933,94,0.0525,59.6
4934,81,0.0474,60.2
4935,90,0.0561,60.9
4936,95,0.0479,61.8
4937,91,0.0468,62.1
4938,104,0.057,61.2
4939,99,0.0536,61.5
4940,137,0.0681,60.4
4941,109,0.0583,60.3
4942,164,0.0817,60.1
4943,140,0.0683,61.1
4944,164,0.0828,58.6
4945,201,0.0827,60.7
4946,195,0.0837,61.5
4947,186,0.0814,61.8
4948,240,0.0966,62.1
4949,266,0.0978,63.1
4950,295,0.1143,64.1
4951,307,0.1194,62.8
4952,374,0.1286,63.7
4953,338,0.1313,62.4
4954,408,0.1446,62.5
4955,432,0.1541,62.6
4956,433,0.1516,62.8
4957,462,0.1784,60.2
4958,437,0.168,58.7
4959,476,0.1901,55.3
4960,437,0.2081,50.2
4961,485,0.2062,50.6
4962,455,0.1862,50.4
4963,459,0.1835,52.1
4964,387,0.2181,47.7
4965,413,0.3168,39.8
4966,452,0.2743,39.2
4967,434,0.3188,37.6
4968,442,0.2434,39.7
4969,469,0.2357,40.2
4970,423,0.1986,43.6
4971,451,0.1515,51.3
4972,439,0.1575,54.5
4973,479,0.1685,55.8
4974,460,0.1537,58
4975,410,0.1458,58.2
4976,485,0.1748,57.5
4977,457,0.1823,53.4
4978,460,0.2266,47.8
4979,446,0.3176,41.9
4980,460,0.2063,43.6
4981,416,0.1883,43.7
4982,392,0.1694,44.1
4983,454,0.2021,45.1
4984,406,0.1603,46.9
4985,468,0.1754,48.3
4986,452,0.1849,48.3
4987,417,0.1692,48.1
4988,445,0.1993,45.7
4989,431,0.1888,45.5
4990,433,0.2231,43.4
4991,451,0.1833,44.8
4992,415,0.1503,51.2
4993,437,0.1556,54.3
4994,444,0.1661,55.4
4995,463,0.171,55.5
4996,466,0.1586,56.7
4997,444,0.1522,57.9
4998,454,0.1502,58.5
4999,434,0.1518,57.9
5000,434,0.1528,58.4
5001,495,0.1758,57.4
5002,412,0.1529,56.8
5003,458,0.1566,57.5
5004,414,0.1584,56.9
5005,394,0.1542,55.4
5006,394,0.1476,55.2
5007,397,0.1633,53.6
5008,385,0.152,54.3
5009,427,0.1784,54
5010,412,0.1525,54.1
5011,407,0.1633,53.7
5012,422,0.1714,53.8
5013,413,0.176,52.3
5014,423,0.1689,52.3
5015,421,0.1672,52.5
5016,394,0.1716,51.5
5017,403,0.1659,52.9
5018,418,0.1798,51.5
5019,437,0.1774,52.1
5020,443,0.1843,51.7
5021,443,0.1767,52.9
5022,415,0.1647,53.3
5023,408,0.1662,53
5024,381,0.1598,53.6
5025,368,0.1557,53.3
5026,420,0.1644,53.4
5027,400,0.1615,53.3
5028,410,0.168,52.5
5029,400,0.1651,53.2
5030,418,0.1697,53.5
5031,389,0.1668,53.1
5032,417,0.1542,53.7
5033,413,0.1586,54.8
5034,469,0.1814,54.6
5035,415,0.1701,53.9
5036,375,0.1459,53.6
5037,471,0.1775,53.8
5038,413,0.1673,53.5
5039,458,0.1824,53.1
5040,390,0.1468,54.6
5041,424,0.172,53.7
5042,391,0.1615,52.9
5043,425,0.1526,54.7
5044,422,0.1666,54.4
5045,429,0.1724,54.4
5046,420,0.1509,55
5047,442,0.1714,54.4
5048,406,0.1524,54.2
5049,411,0.1512,54.9
5050,468,0.1825,54.1
5051,453,0.1665,54.2
5052,404,0.1453,54.7
5053,403,0.1475,54.3
5054,415,0.1619,54.1
5055,385,0.1575,54.4
5056,422,0.1617,54.4
5057,429,0.165,54.2
5058,411,0.1685,53.7
5059,385,0.1378,55.5
5060,390,0.1454,55
5061,462,0.1649,55.5
5062,433,0.1556,55
5063,423,0.149,55.7
5064,424,0.1392,56.6
5065,452,0.1559,56
5066,395,0.149,56.2
5067,418,0.1632,54.9
5068,423,0.1572,54.8
5069,453,0.174,54.6
5070,441,0.1516,55
5071,407,0.1477,55.5
5072,428,0.147,55.6
5073,448,0.1682,54.8
5074,473,0.1731,53.1
5075,448,0.2025,47.1
5076,439,0.2448,41.5
5077,379,0.1931,39.9
5078,420,0.1675,43.9
5079,457,0.155,47.9
5080,390,0.135,52
5081,426,0.1539,52.7
5082,414,0.1382,54.6
5083,390,0.1396,54.8
5084,466,0.1694,54.2
5085,446,0.1497,55.7
5086,495,0.1669,55.6
5087,409,0.1451,55.6
5088,438,0.1496,56.1
5089,421,0.1426,56.9
5090,443,0.1417,57.6
5091,444,0.144,57.1
5092,441,0.1445,57.4
5093,429,0.1384,57.9
5094,473,0.1503,57.1
5095,449,0.1359,58.4
5096,414,0.1458,57.3
5097,458,0.1465,57.3
5098,499,0.1569,57.7
5099,441,0.1308,59.1
5100,438,0.1414,58.2
5101,460,0.1416,58.6
5102,464,0.1452,58.8
5103,491,0.1452,59.1
5104,547,0.1583,59.4
5105,500,0.1513,59.2
5106,513,0.1504,59.1
5107,483,0.1547,58.2
5108,484,0.1472,58.7
5109,489,0.1463,59.5
5110,479,0.1516,58.6
5111,461,0.138,59.1
5112,497,0.1446,59.8
5113,412,0.1321,59.1
5114,412,0.1417,57.5
5115,463,0.1443,58.4
5116,407,0.1351,58.1
5117,428,0.13,59.5
5118,372,0.1222,59.1
5119,405,0.1291,58.5
5120,332,0.1182,57.4
5121,343,0.119,57.5
5122,355,0.1311,56.9
5123,341,0.1191,56.3
5124,310,0.1014,58
5125,323,0.1193,56.7
5126,315,0.1051,58
5127,338,0.1004,58.1
5128,343,0.1113,58.9
5129,319,0.1054,57.5
5130,278,0.0977,58.2
5131,283,0.1003,57.8
5132,264,0.0923,58.8
5133,271,0.1034,57.6
5134,237,0.0856,58
5135,245,0.097,56.6
5136,252,0.0909,56.6
5137,269,0.0921,58
5138,277,0.0973,57.2
5139,285,0.0954,58.5
5140,254,0.1025,55.8
5141,246,0.0809,58.7
5142,238,0.0829,58.2
5143,269,0.1072,56.1
5144,228,0.0812,56.6
5145,243,0.0827,58.3
5146,268,0.0924,58.7
5147,267,0.1002,57.3
5148,235,0.077,59.1
5149,241,0.0833,60.7
5150,235,0.0858,60.5
5151,202,0.0719,61.5
5152,240,0.0928,59.9
5153,259,0.0905,60.1
5154,219,0.0848,60.8
5155,222,0.0854,60.1
5156,238,0.0864,60
5157,229,0.0803,60.1
5158,225,0.0946,58
5159,269,0.1013,57.7
5160,196,0.0771,58.1
5161,199,0.0742,58.3
5162,183,0.0655,60.7
5163,197,0.0807,58.3
5164,196,0.07,60.2
5165,180,0.0688,59.9
5166,182,0.0708,60.1
5167,153,0.0614,61.3
5168,187,0.0712,59.8
5169,175,0.0687,60.2
5170,184,0.0665,60.2
5171,161,0.0606,59.5
5172,167,0.0627,59.7
5173,148,0.063,59.4
5174,146,0.0656,58
5175,119,0.0532,58
